,acc,bal_acc,roc,eq_loss,eod,spd
0,0.7871033776867963,0.8316278023685061,0.926194819341787,-0.16247205708068513,-0.10298563869992439,-0.32921797529956887
1,0.809007164790174,0.834298495121091,0.9250799492818147,0.1862753623008388,0.08440805521828076,0.31460316586036063
2,0.808968058968059,0.8365965576477874,0.9242565239910348,-0.17485081234735597,-0.10915775990374987,-0.31384248677046533
3,0.8206388206388207,0.8454402104192165,0.9332430244260289,-0.18724643793365964,-0.08591251232474817,-0.3371671510128802
4,0.8255528255528255,0.8448536134007698,0.9289563273220578,-0.15425214327089967,-0.2063583676021451,-0.326865561891265
5,0.8382473382473382,0.8397390184061794,0.9277845002170241,-0.1742570910986983,-0.11377301111962301,-0.28326566609058285
6,0.8097870597870598,0.8406705527610421,0.9270150719518472,-0.18708357192786876,-0.14313084841859958,-0.3582852636438195
7,0.8249385749385749,0.8497507964267581,0.9311023789759454,-0.18608210288684418,-0.053064634257987686,-0.317181954686422
8,0.8265765765765766,0.8259117604053574,0.9079191357719094,-0.1781301801748072,-0.1305148454704229,-0.30692687151502995
9,0.8273955773955773,0.8416926961305231,0.9246312604554399,0.16127242689926918,0.14252814738996933,0.31021260841971654
