,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.6717451523545707,0.6646812633210618,0.7234373183491573,-0.019281744737556394,0.14405174280147226,0.1821069891371182,0.6814516129032258,0.825503355704698,0.7534774843039619
1,0.6606648199445984,0.6378647548924627,0.717984886649874,-0.026242642095091306,0.0967071524966262,0.11216315846152569,0.8299595141700404,0.9266666666666666,0.8783130904183536
2,0.6717451523545707,0.6736097655493121,0.7133423755086223,-0.022283673814976868,0.13495952866031602,0.22601249508497534,0.6062992125984252,0.7412587412587412,0.6737789769285832
3,0.6772853185595568,0.6765275453925761,0.7130933568817005,0.021762581112696022,0.08231742053093316,0.17330897385706212,0.6564885496183206,0.7388059701492538,0.6976472598837872
4,0.6504854368932039,0.6616822066822067,0.7344755244755244,0.007885818633020514,0.11275088547815826,0.17257792899611646,0.5041322314049587,0.6168831168831169,0.5605076741440378
5,0.6477115117891817,0.6426068376068377,0.6863869463869464,-0.021435838989681377,0.1534437663469922,0.20898794300328832,0.6370967741935484,0.7905405405405406,0.7138186573670444
6,0.6407766990291263,0.6448445998445997,0.7152447552447553,0.03486115974655746,0.14531254373932756,0.21147133488470493,0.5525291828793775,0.697841726618705,0.6251854547490412
7,0.6768377253814147,0.6735353535353535,0.7215190365190366,0.011408138211680519,0.1578310336480272,0.24857190860215056,0.6460905349794238,0.803921568627451,0.7250060518034374
8,0.6615811373092927,0.6654390054390055,0.7229448329448329,0.014353943120823942,0.17641328102372367,0.2353578629032258,0.5536480686695279,0.7300613496932515,0.6418547091813898
9,0.651872399445215,0.6502564102564102,0.7081274281274281,0.03307818527692796,-0.14488020345335295,-0.20194229488033622,0.6099585062240664,0.7548387096774194,0.6823986079507429
