,acc,bal_acc,roc,eq_loss,eod,spd
0,0.7975435005117707,0.8399558333740025,0.9304447003271636,-0.16605566766470323,-0.0891534391534392,-0.32856117710886057
1,0.8239508700102354,0.8438277220739208,0.9320500165285299,0.17605778626486265,0.10257167547227608,0.31430481733420235
2,0.8376330876330876,0.843692860934574,0.9272219954067564,-0.16975697535720344,-0.1042207943743485,-0.29456421973467317
3,0.8122440622440622,0.8393364679947506,0.9260946508618783,-0.17885376080801962,-0.09796070509583243,-0.3290298312776426
4,0.8104013104013104,0.8442895955291446,0.9326716337717681,-0.15679311050082334,-0.13998509006084214,-0.33703143099705773
5,0.8261670761670762,0.8426439180857666,0.9274187253257377,-0.1741272372701668,-0.1169997910718017,-0.3064486308373699
6,0.8478705978705978,0.8337534122295689,0.9275436437258151,-0.1880040136741998,-0.16083676680800973,-0.2906478541489315
7,0.8341523341523341,0.8484791616536203,0.931792826575267,-0.18805715260392952,-0.04126613567701176,-0.2959633179537693
8,0.8333333333333334,0.8458889181836289,0.9256866770208861,-0.19781764572024074,-0.08666818538486853,-0.3221681821121508
9,0.8374283374283374,0.843304431321936,0.9286581230924039,0.15841171289254316,0.1625191914022518,0.2985901659161655
