,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.6703601108033241,0.673187366789382,0.7242046115093974,-0.010489484821808337,0.1280580212167135,0.1894513903122224,0.5967741935483871,0.7248322147651006,0.6608032041567439
1,0.6717451523545707,0.6574268552606084,0.7163379190079442,-0.024086138944520608,0.1591093117408907,0.17709187604065713,0.7408906882591093,0.9,0.8204453441295547
2,0.6717451523545707,0.6688664987405541,0.7169153264871149,-0.015398904004263247,0.17733054347227573,0.22559307964524444,0.6338582677165354,0.8111888111888111,0.7225235394526732
3,0.6869806094182825,0.6780457953770838,0.7200649129330111,0.03726306492225284,0.042782271846872444,0.09778589760320155,0.7557251908396947,0.7985074626865671,0.7771163267631309
4,0.6754507628294036,0.6844094794094794,0.7291763791763792,0.018742052718461966,-0.014757969303423879,0.07289411279513347,0.5844155844155844,0.5991735537190083,0.5917945690672963
5,0.6282940360610264,0.6312742812742813,0.6749106449106449,-0.03763921910866219,0.022122929380993916,0.07605650956034588,0.592741935483871,0.6148648648648649,0.603803400174368
6,0.6449375866851595,0.6533216783216784,0.7178088578088578,0.03485064818941275,-0.044089242224897185,0.020652633805796516,0.539568345323741,0.5836575875486382,0.5616129664361895
7,0.6463245492371706,0.6512742812742813,0.7138383838383839,0.00835455068230262,0.03243766642459456,0.1335769489247312,0.588477366255144,0.6209150326797386,0.6046961994674414
8,0.6601941747572816,0.6672105672105673,0.7191919191919192,-0.002154377891897985,0.09236683430316761,0.1455141129032258,0.5579399141630901,0.6503067484662577,0.6041233313146739
9,0.6407766990291263,0.6445687645687646,0.7126262626262625,0.017757955000049952,-0.09605139874180169,-0.1508481525137088,0.5684647302904564,0.6645161290322581,0.6164904296613573
