number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:01.130327,0.1054164174041551,2,0.004802436990486407,603
1,0 days 00:00:03.137851,0.0736143253856395,5,50.68197179520005,661
2,0 days 00:00:01.271387,0.10171804649221501,5,0.0058963851925206996,296
3,0 days 00:00:03.586646,0.4945136046470548,5,0.32960115713519816,462
4,0 days 00:00:04.648653,0.0632983481889619,6,0.18431209323047396,728
5,0 days 00:00:00.631552,0.031302633314319726,2,20.144151118293934,306
6,0 days 00:00:01.578717,0.10834465430256629,4,0.007737183902549279,422
7,0 days 00:00:02.829950,0.062444511725488566,3,0.002483025839139466,917
8,0 days 00:00:01.127575,0.09408114705742665,5,79.72787155962737,240
9,0 days 00:00:02.428990,0.26325025238559235,6,0.002967812062838193,327
10,0 days 00:00:00.365795,0.344106541662567,2,0.010761307944195015,259
11,0 days 00:00:03.176102,0.12742202726074742,5,98.22458943243431,779
12,0 days 00:00:01.191942,0.054693953082850126,3,0.004204370101644713,420
13,0 days 00:00:00.756728,0.04231687788858139,3,1.1313832214506159,249
14,0 days 00:00:01.726262,0.018025029069552667,4,33.22288394510153,412
15,0 days 00:00:00.867980,0.34174726909506703,3,1.295461084323493,332
16,0 days 00:00:01.208448,0.07364704536171703,5,0.050252326357831674,293
17,0 days 00:00:01.315252,0.35530392803638977,3,0.01853689096188506,522
18,0 days 00:00:02.708174,0.022802951383937592,6,0.08524951153695359,310
19,0 days 00:00:01.169227,0.08699043449996108,4,0.003263408946694589,323
20,0 days 00:00:01.514248,0.07700023993018704,4,88.31335185623252,397
21,0 days 00:00:02.701513,0.01713919349502223,5,1.453934598823467,457
22,0 days 00:00:03.813452,0.1488155329271657,6,0.0029245723535765043,672
23,0 days 00:00:00.942050,0.03022269669400669,2,0.04134782202090567,554
24,0 days 00:00:00.929944,0.08471799369214333,2,0.0032106344078453304,564
25,0 days 00:00:03.674156,0.01019959613271412,6,0.1484736951267883,313
26,0 days 00:00:02.542996,0.22621582515340444,5,4.234891368752851,640
27,0 days 00:00:03.035351,0.3190161309736059,4,67.13011079855906,811
28,0 days 00:00:03.313332,0.03599665573488061,4,32.21479318344813,979
29,0 days 00:00:02.947841,0.06816259487282435,4,0.01400331743137509,792
30,0 days 00:00:01.208413,0.24559577974756946,5,0.5725979697334656,243
31,0 days 00:00:01.851207,0.31546608950237565,5,0.5035918769764156,361
32,0 days 00:00:02.875031,0.011737468217855734,5,6.857656870788886,452
33,0 days 00:00:00.554467,0.13095032466411766,3,0.060499879912102414,205
34,0 days 00:00:00.479708,0.03367646378414842,3,0.6288873481426487,215
35,0 days 00:00:01.108094,0.01906826850969381,3,0.022358574074471345,325
36,0 days 00:00:02.998728,0.2740892048117044,5,21.341198198726367,618
37,0 days 00:00:01.581533,0.019508199811618016,3,3.7233294830493073,692
38,0 days 00:00:01.208886,0.4439777325961465,4,0.10075974470358054,319
39,0 days 00:00:01.367120,0.26796708668094377,5,0.001439556794655724,269
40,0 days 00:00:04.582267,0.24443044999300773,5,5.768383521023034,922
41,0 days 00:00:01.279325,0.017272646110929376,3,0.034922055262700556,448
42,0 days 00:00:02.910142,0.02928024645051923,5,0.06719974524319759,614
43,0 days 00:00:01.612759,0.03648226014074359,6,8.992164640007553,273
44,0 days 00:00:01.400224,0.10109166307548728,2,0.01582924315681454,826
45,0 days 00:00:01.994134,0.024641352372015122,6,0.0010875168269910403,241
46,0 days 00:00:02.602480,0.02836022783947208,5,0.09672972542156591,553
47,0 days 00:00:01.398803,0.2312261186022402,5,0.09969176588469696,292
48,0 days 00:00:01.600028,0.1776498771590165,2,70.45500686589354,911
49,0 days 00:00:00.403063,0.44646087313042854,2,2.1060507743820454,230
50,0 days 00:00:01.007925,0.0554770555615698,2,1.1319518378522928,612
