,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.7406345957011259,0.7984457426834781,0.8820179493389049,-0.055656592980809605,-0.09380196523053663,-0.33005398583695367,0.8306878306878307,0.9244897959183673,0.877588813303099
1,0.8061412487205731,0.8432617695563817,0.9309891289234541,0.17320908932243853,0.08368610463907933,0.33752474762774676,0.8440860215053764,0.9277721261444557,0.885929073824916
2,0.829033579033579,0.8459669035787487,0.9277886628721412,-0.16703706583283004,-0.10179898460309811,-0.30257937487828085,0.7939698492462312,0.8957688338493293,0.8448693415477802
3,0.8212530712530712,0.8432021100903904,0.9330199977513013,-0.1869791521217891,-0.10501887790683695,-0.3307490581033447,0.7951807228915663,0.9001996007984032,0.8476901618449848
4,0.8128583128583129,0.842675416930858,0.9319628098411903,-0.1646744465918461,-0.12198494577110841,-0.3360409339245247,0.7951807228915663,0.9171656686626747,0.8561731957771205
5,0.8445945945945946,0.8430319134850852,0.9284160001473691,-0.16964488086972318,-0.13789841446711704,-0.27774884425708946,0.7225433526011561,0.8604417670682731,0.7914925598347147
6,0.8230958230958231,0.8394525695772461,0.9259973036046729,-0.18787572073326134,-0.13029585940972266,-0.33532062104703275,0.7590361445783133,0.8893320039880359,0.8241840742831745
7,0.7852170352170352,0.8139672587146415,0.8990456694762753,-0.08190384349221297,-0.07334294607708514,-0.31939846710549324,0.8068181818181818,0.8801611278952669,0.8434896548567243
8,0.8214578214578214,0.700899527612723,0.8299264190327287,-0.040608447198105524,-0.06851950287290859,-0.15971180135401247,0.41025641025641024,0.47877591312931883,0.44451616169286456
9,0.8208435708435708,0.8300576697019344,0.9137437871804936,0.15424033787895294,0.13563523541453426,0.3065361600531899,0.734375,0.8700102354145343,0.8021926177072671
